Time,CTS
2024-02-13 04:45:00,-7.600000000000001
2024-02-13 05:00:00,-16.07
2024-02-13 05:15:00,-95.38
2024-02-13 05:30:00,-3.91
2024-02-13 05:45:00,7.540000000000003
2024-02-13 06:00:00,9.739999999999998
2024-02-13 06:15:00,10.05
2024-02-13 06:30:00,1.8099999999999987
2024-02-13 06:45:00,-11.739999999999998
2024-02-13 07:00:00,-7.41
2024-02-13 07:15:00,-11.330000000000002
2024-02-13 07:30:00,-11.05
2024-02-13 07:45:00,3.3599999999999994
2024-02-13 08:00:00,5.640000000000001
2024-02-13 08:15:00,-3.1499999999999986
2024-02-13 08:30:00,7.639999999999997
2024-02-13 08:45:00,-2.75
2024-02-13 09:00:00,0.48999999999999844
2024-02-13 09:15:00,3.960000000000001
2024-02-13 09:30:00,8.440000000000001
2024-02-13 09:45:00,19.400000000000002
2024-02-13 10:00:00,18.01
2024-02-13 10:15:00,17.35
2024-02-13 10:30:00,14.800000000000004
2024-02-13 10:45:00,17.520000000000003
2024-02-13 11:00:00,17.919999999999998
2024-02-13 11:15:00,26.32
2024-02-13 11:30:00,21.96
2024-02-13 11:45:00,23.109999999999996
2024-02-13 12:00:00,20.259999999999998
2024-02-13 12:15:00,31.979999999999997
2024-02-13 12:30:00,19.98
2024-02-13 12:45:00,19.270000000000003
2024-02-13 13:00:00,18.089999999999996
2024-02-13 13:15:00,23.24
2024-02-13 13:30:00,22.230000000000004
2024-02-13 13:45:00,21.75
2024-02-13 14:00:00,22.66
2024-02-13 14:15:00,22.96
2024-02-13 14:30:00,24.04
2024-02-13 14:45:00,22.629999999999995
2024-02-13 15:00:00,24.36
2024-02-13 15:15:00,24.4
2024-02-13 15:30:00,16.6
2024-02-13 15:45:00,16.75
2024-02-13 16:00:00,15.7
2024-02-13 16:15:00,16.18
2024-02-13 16:30:00,12.09
2024-02-13 16:45:00,10.369999999999997
2024-02-13 17:00:00,11.290000000000003
2024-02-13 17:15:00,-10.82
2024-02-13 17:30:00,-2.1700000000000017
2024-02-13 17:45:00,0.8299999999999983
2024-02-13 18:00:00,4.1299999999999955
2024-02-13 18:15:00,-1.7199999999999989
2024-02-13 18:30:00,-2.3299999999999983
2024-02-13 18:45:00,-4.280000000000001
2024-02-13 19:00:00,-3.650000000000002
2024-02-13 19:15:00,-3.6000000000000014
2024-02-13 19:30:00,-2.3799999999999955
2024-02-13 19:45:00,-1.620000000000001
2024-02-13 20:00:00,-4.039999999999999
2024-02-13 20:15:00,1.1099999999999994
2024-02-13 20:30:00,-0.21999999999999886
2024-02-13 20:45:00,-4.239999999999998
2024-02-13 21:00:00,-2.3900000000000006
2024-02-13 21:15:00,1.759999999999998
2024-02-13 21:30:00,-3.030000000000001
2024-02-13 21:45:00,4.350000000000001
2024-02-13 22:00:00,3.9499999999999993
2024-02-13 22:15:00,3.91
2024-02-13 22:30:00,0.3200000000000003
2024-02-13 22:45:00,-0.46999999999999886
2024-02-13 23:00:00,-1.5600000000000023
2024-02-13 23:15:00,-0.17999999999999972
2024-02-13 23:30:00,14.649999999999999
2024-02-13 23:45:00,6.289999999999999
2024-02-14 00:00:00,8.3
2024-02-14 00:15:00,9.469999999999999
2024-02-14 00:30:00,10.120000000000001
2024-02-14 00:45:00,8.280000000000001
2024-02-14 01:00:00,8.68
2024-02-14 01:15:00,9.04
2024-02-14 01:30:00,7.850000000000001
2024-02-14 01:45:00,9.149999999999999
2024-02-14 02:00:00,9.05
2024-02-14 02:15:00,9.45
2024-02-14 02:30:00,8.5
2024-02-14 02:45:00,8.649999999999999
2024-02-14 03:00:00,8.3
2024-02-14 03:15:00,7.800000000000001
2024-02-14 03:30:00,8.940000000000001
2024-02-14 03:45:00,15.400000000000002
2024-02-14 04:00:00,14.829999999999998
2024-02-14 04:15:00,13.920000000000002
2024-02-14 04:30:00,16.139999999999997
2024-02-14 04:45:00,17.71
2024-02-14 05:00:00,16.410000000000004
2024-02-14 05:15:00,19.479999999999997
2024-02-14 05:30:00,17.740000000000002
2024-02-14 05:45:00,17.369999999999997
2024-02-14 06:00:00,21.78
2024-02-14 06:15:00,19.060000000000002
2024-02-14 06:30:00,24.369999999999997
2024-02-14 06:45:00,-3.6499999999999986
2024-02-14 07:00:00,-326.25
2024-02-14 07:15:00,-63.800000000000004
2024-02-14 07:30:00,-23.700000000000003
2024-02-14 07:45:00,7.450000000000003
2024-02-14 08:00:00,9.349999999999998
2024-02-14 08:15:00,13.040000000000003
2024-02-14 08:30:00,13.620000000000001
2024-02-14 08:45:00,13.649999999999999
2024-02-14 09:00:00,13.499999999999996
2024-02-14 09:15:00,7.600000000000001
2024-02-14 09:30:00,26.990000000000002
2024-02-14 09:45:00,49.080000000000005
2024-02-14 10:00:00,34.95
2024-02-14 10:15:00,50.199999999999996
2024-02-14 10:30:00,43.24
2024-02-14 10:45:00,47.56
2024-02-14 11:00:00,36.94
2024-02-14 11:15:00,38.25
2024-02-14 11:30:00,32.28
2024-02-14 11:45:00,52.11
2024-02-14 12:00:00,51.66
2024-02-14 12:15:00,51.42999999999999
2024-02-14 12:30:00,28.820000000000004
2024-02-14 12:45:00,30.61
2024-02-14 13:00:00,37.57
2024-02-14 13:15:00,33.150000000000006
2024-02-14 13:30:00,50.36000000000001
2024-02-14 13:45:00,33.5
2024-02-14 14:00:00,53.769999999999996
2024-02-14 14:15:00,56.440000000000005
2024-02-14 14:30:00,6.029999999999998
2024-02-14 14:45:00,21.46
2024-02-14 15:00:00,21.240000000000002
2024-02-14 15:15:00,57.17999999999999
2024-02-14 15:30:00,16.1
2024-02-14 15:45:00,16.589999999999996
2024-02-14 16:00:00,9.469999999999999
2024-02-14 16:15:00,12.800000000000004
2024-02-14 16:30:00,8.16
2024-02-14 16:45:00,11.73
2024-02-14 17:00:00,28.779999999999998
2024-02-14 17:15:00,9.930000000000003
2024-02-14 17:30:00,9.299999999999997
2024-02-14 17:45:00,3.8500000000000014
2024-02-14 18:00:00,-1.5999999999999943
2024-02-14 18:15:00,1.3999999999999986
2024-02-14 18:30:00,17.959999999999997
2024-02-14 18:45:00,7.149999999999999
2024-02-14 19:00:00,5.710000000000001
2024-02-14 19:15:00,8.23
2024-02-14 19:30:00,14.36
2024-02-14 19:45:00,11.379999999999999
2024-02-14 20:00:00,8.279999999999998
2024-02-14 20:15:00,10.260000000000002
2024-02-14 20:30:00,11.5
2024-02-14 20:45:00,14.129999999999999
2024-02-14 21:00:00,10.04
2024-02-14 21:15:00,11.100000000000001
2024-02-14 21:30:00,13.419999999999998
2024-02-14 21:45:00,9.610000000000003
2024-02-14 22:00:00,11.549999999999997
2024-02-14 22:15:00,11.5
2024-02-14 22:30:00,43.730000000000004
2024-02-14 22:45:00,34.45
2024-02-14 23:00:00,6.149999999999999
2024-02-14 23:15:00,3.110000000000003
2024-02-14 23:30:00,10.84
2024-02-14 23:45:00,10.39
2024-02-15 00:00:00,9.68
2024-02-15 00:15:00,9.169999999999998
2024-02-15 00:30:00,9.75
2024-02-15 00:45:00,9.7
